t,stim,y0,y1,y2,y3
32.228097719999994,0.48,0,0,0,0
32.236438324999995,-0.48,0,0,1,1
32.244778929999995,0.48,0,0,1,1
32.253119534999996,0.48,0,0,0,0
32.26146014,-0.48,0,0,0,0
32.269800745,0.48,0,0,0,0
32.27814135,-0.48,0,0,0,0
32.286481955,0.48,0,0,0,0
32.29482256,0.48,0,1,0,0
32.303163164999994,0.48,1,0,0,0
32.311503769999995,0.48,0,0,0,0
32.319844374999995,-0.48,0,0,0,0
32.328184979999996,0.48,0,0,1,1
32.336525585,-0.48,0,0,1,0
32.34486619,-0.48,0,0,0,0
32.353206795,0.48,0,0,0,0
