"Offense","Offense Conference","Defense","Defense Conference","Game Id","Id","Drive Number","Scoring","Start Period","Start Yardline","Start Yards To Goal","Start Time Minutes","Start Time Seconds","End Period","End Yardline","End Yards To Goal","End Time Minutes","End Time Seconds","Elapsed Minutes","Elapsed Seconds","Plays","Yards","Drive Result","Is Home Offense","Start Offense Score","Start Defense Score","End Offense Score","End Defense Score"
"Penn State","Big Ten","Michigan","Big Ten","401520394","40152039410","10","false","3","25","75","15","0","3","49","51","11","40","3","20","6","24","FUMBLE","true","9","14","9","14"
"Michigan","Big Ten","Penn State","Big Ten","401520394","40152039411","11","true","3","49","49","11","40","3","4","4","3","36","8","4","13","45","FG","false","14","9","17","9"
"Penn State","Big Ten","Michigan","Big Ten","401520394","40152039412","12","false","3","25","75","3","36","3","46","54","0","12","3","24","6","21","PUNT","true","9","17","9","17"
"Michigan","Big Ten","Penn State","Big Ten","401520394","40152039413","13","false","3","97","97","0","12","4","88","88","13","17","1","55","3","9","PUNT","false","17","9","17","9"
"Penn State","Big Ten","Michigan","Big Ten","401520394","40152039414","14","false","4","28","72","13","17","4","25","75","12","11","1","6","3","-3","PUNT","true","9","17","9","17"
"Michigan","Big Ten","Penn State","Big Ten","401520394","40152039415","15","false","4","69","69","12","11","4","44","44","8","14","3","57","6","25","PUNT","false","17","9","17","9"
"Penn State","Big Ten","Michigan","Big Ten","401520394","40152039416","16","false","4","12","88","8","14","4","13","87","7","5","1","9","3","1","PUNT","true","9","17","9","17"
"Michigan","Big Ten","Penn State","Big Ten","401520394","40152039417","17","false","4","69","69","7","5","4","61","61","4","53","2","12","3","8","PUNT","false","17","9","17","9"
"Penn State","Big Ten","Michigan","Big Ten","401520394","40152039418","18","false","4","26","74","4","53","4","30","70","4","21","0","32","4","4","DOWNS","true","9","17","9","17"
"Michigan","Big Ten","Penn State","Big Ten","401520394","40152039419","19","true","4","30","30","4","21","4","0","0","4","15","0","6","1","30","TD","false","24","9","24","9"
"Penn State","Big Ten","Michigan","Big Ten","401520394","40152039420","20","true","4","25","75","4","15","4","100","0","1","59","2","16","8","75","TD","true","9","24","15","24"
"Michigan","Big Ten","Penn State","Big Ten","401520394","40152039421","21","false","4","44","44","1","58","4","34","34","0","0","1","58","5","10","END OF GAME","false","24","15","24","15"
"Michigan","Big Ten","Maryland","Big Ten","401520410","4015204101","1","false","1","83","83","15","0","1","74","74","12","50","2","10","3","9","PUNT","false","0","0","0","0"
"Maryland","Big Ten","Michigan","Big Ten","401520410","4015204102","2","true","1","26","74","12","50","1","83","17","6","29","6","21","11","57","FG","true","0","0","3","0"
"Michigan","Big Ten","Maryland","Big Ten","401520410","4015204103","3","true","1","65","65","6","29","1","0","0","2","19","4","10","9","65","TD","false","0","3","7","3"
"Maryland","Big Ten","Michigan","Big Ten","401520410","4015204104","4","true","1","25","75","2","19","1","4","96","2","0","0","19","3","-21","FUMBLE RETURN TD","true","3","7","3","14"
"Maryland","Big Ten","Michigan","Big Ten","401520410","4015204105","5","true","1","25","75","2","0","1","18","82","0","32","1","28","3","-7","PUNT","true","3","14","3","16"
"Michigan","Big Ten","Maryland","Big Ten","401520410","4015204106","6","true","1","64","64","0","32","2","0","0","7","59","7","33","15","64","TD","false","16","3","23","3"
"Maryland","Big Ten","Michigan","Big Ten","401520410","4015204107","7","true","2","25","75","7","59","2","100","0","1","59","6","0","14","75","TD","true","3","23","10","23"
"Michigan","Big Ten","Maryland","Big Ten","401520410","4015204108","8","false","2","75","75","1","59","2","7","7","0","11","1","48","12","68","INT","false","23","10","23","10"
"Maryland","Big Ten","Michigan","Big Ten","401520410","4015204109","9","false","2","11","89","0","11","2","10","90","0","0","0","11","1","-1","END OF HALF","true","10","23","10","23"
"Maryland","Big Ten","Michigan","Big Ten","401520410","40152041010","10","true","3","22","78","14","55","3","100","0","10","23","4","32","9","78","TD","true","10","23","17","23"
"Michigan","Big Ten","Maryland","Big Ten","401520410","40152041011","11","false","3","75","75","10","23","3","66","66","8","28","1","55","3","9","PUNT","false","23","17","23","17"
"Maryland","Big Ten","Michigan","Big Ten","401520410","40152041012","12","false","3","24","76","8","28","3","42","58","7","33","0","55","4","18","INT","true","17","23","17","23"
"Michigan","Big Ten","Maryland","Big Ten","401520410","40152041013","13","true","3","51","51","7","33","3","0","0","4","4","3","29","8","51","TD","false","23","17","29","17"
"Maryland","Big Ten","Michigan","Big Ten","401520410","40152041014","14","true","3","16","84","3","59","3","100","0","0","16","3","43","9","84","TD","true","17","29","24","29"
"Michigan","Big Ten","Maryland","Big Ten","401520410","40152041015","15","false","3","75","75","0","16","4","56","56","11","57","3","19","5","19","PUNT","false","29","24","29","24"
"Maryland","Big Ten","Michigan","Big Ten","401520410","40152041016","16","false","4","20","80","11","57","4","18","82","8","37","3","20","6","-2","PUNT","true","24","29","24","29"
"Michigan","Big Ten","Maryland","Big Ten","401520410","40152041017","17","false","4","50","50","8","37","4","43","43","7","5","1","32","3","7","PUNT","false","29","24","29","24"
"Maryland","Big Ten","Michigan","Big Ten","401520410","40152041018","18","false","4","10","90","7","5","4","2","98","5","32","1","33","3","-8","INT","true","24","29","24","29"
"Michigan","Big Ten","Maryland","Big Ten","401520410","40152041019","19","false","4","39","39","5","32","4","48","48","4","10","1","22","3","-9","PUNT","false","29","24","29","24"
"Maryland","Big Ten","Michigan","Big Ten","401520410","40152041020","20","true","4","1","99","4","10","4","0","100","3","38","0","32","2","-1","SF","true","24","29","24","31"
"Michigan","Big Ten","Maryland","Big Ten","401520410","40152041021","21","false","4","47","47","3","36","4","19","19","0","0","3","36","7","28","END OF GAME","false","31","24","31","24"
"Ohio State","Big Ten","Michigan","Big Ten","401520434","4015204341","1","false","1","75","75","15","0","1","69","69","13","53","1","7","3","6","PUNT","false","0","0","0","0"
"Michigan","Big Ten","Ohio State","Big Ten","401520434","4015204342","2","false","1","35","65","13","53","1","40","60","12","34","1","19","3","5","PUNT","true","0","0","0","0"
"Ohio State","Big Ten","Michigan","Big Ten","401520434","4015204343","3","false","1","76","76","12","34","1","54","54","9","37","2","57","5","22","PUNT","false","0","0","0","0"
"Michigan","Big Ten","Ohio State","Big Ten","401520434","4015204344","4","false","1","21","79","9","37","1","29","71","7","41","1","56","3","8","PUNT","true","0","0","0","0"
"Ohio State","Big Ten","Michigan","Big Ten","401520434","4015204345","5","false","1","80","80","7","41","1","80","80","7","32","0","9","1","0","INT","false","0","0","0","0"
"Michigan","Big Ten","Ohio State","Big Ten","401520434","4015204346","6","true","1","93","7","7","32","1","100","0","5","36","1","56","4","7","TD","true","0","0","7","0"
"Ohio State","Big Ten","Michigan","Big Ten","401520434","4015204347","7","true","1","75","75","5","36","1","24","24","2","13","3","23","9","51","FG","false","0","7","3","7"
"Michigan","Big Ten","Ohio State","Big Ten","401520434","4015204348","8","true","1","25","75","2","13","2","100","0","10","22","6","51","14","75","TD","true","7","3","14","3"
"Ohio State","Big Ten","Michigan","Big Ten","401520434","4015204349","9","true","2","73","73","10","17","2","0","0","6","27","3","50","7","73","TD","false","3","14","10","14"
"Michigan","Big Ten","Ohio State","Big Ten","401520434","40152043410","10","false","2","25","75","6","27","2","49","51","3","23","3","4","5","24","PUNT","true","14","10","14","10"
"Ohio State","Big Ten","Michigan","Big Ten","401520434","40152043411","11","false","2","98","98","3","23","2","34","34","0","0","3","23","8","64","MISSED FG","false","10","14","10","14"
"Michigan","Big Ten","Ohio State","Big Ten","401520434","40152043412","12","true","3","22","78","14","53","3","68","32","11","43","3","10","6","46","FG","true","14","10","17","10"
"Ohio State","Big Ten","Michigan","Big Ten","401520434","40152043413","13","true","3","75","75","11","43","3","0","0","5","35","6","8","12","75","TD","false","10","17","17","17"
"Michigan","Big Ten","Ohio State","Big Ten","401520434","40152043414","14","true","3","25","75","5","35","3","100","0","1","55","3","40","7","75","TD","true","17","17","24","17"
"Ohio State","Big Ten","Michigan","Big Ten","401520434","40152043415","15","false","3","75","75","1","55","3","74","74","0","57","0","58","3","1","PUNT","false","17","24","17","24"
"Michigan","Big Ten","Ohio State","Big Ten","401520434","40152043416","16","true","3","36","64","0","57","4","80","20","11","57","4","0","7","44","FG","true","24","17","27","17"
"Ohio State","Big Ten","Michigan","Big Ten","401520434","40152043417","17","true","4","65","65","11","57","4","0","0","8","5","3","52","8","65","TD","false","17","27","24","27"
"Michigan","Big Ten","Ohio State","Big Ten","401520434","40152043418","18","true","4","25","75","8","5","4","81","19","1","5","7","0","13","56","FG","true","27","24","30","24"
"Ohio State","Big Ten","Michigan","Big Ten","401520434","40152043419","19","false","4","81","81","1","0","4","37","37","0","25","0","35","4","44","INT","false","24","30","24","30"
"Michigan","Big Ten","Ohio State","Big Ten","401520434","40152043420","20","false","4","11","89","0","25","4","9","91","0","0","0","25","1","-2","END OF 4TH QUARTER","true","30","24","30","24"
"Iowa","Big Ten","Michigan","Big Ten","401539480","4015394801","1","false","1","25","75","15","0","1","30","70","13","36","1","24","3","5","PUNT","true","0","0","0","0"
"Michigan","Big Ten","Iowa","Big Ten","401539480","4015394802","2","true","1","69","69","13","36","1","17","17","6","1","7","35","13","52","FG","false","0","0","3","0"
"Iowa","Big Ten","Michigan","Big Ten","401539480","4015394803","3","false","1","25","75","6","1","1","40","60","1","46","4","15","6","15","PUNT","true","0","3","0","3"
"Michigan","Big Ten","Iowa","Big Ten","401539480","4015394804","4","true","1","5","5","1","46","1","0","0","1","7","0","39","2","5","TD","false","3","0","10","0"
"Iowa","Big Ten","Michigan","Big Ten","401539480","4015394805","5","false","1","25","75","1","7","2","43","57","13","24","2","43","6","18","PUNT","true","0","10","0","10"
"Michigan","Big Ten","Iowa","Big Ten","401539480","4015394806","6","false","2","80","80","13","24","2","61","61","8","59","4","25","6","19","PUNT","false","10","0","10","0"
"Iowa","Big Ten","Michigan","Big Ten","401539480","4015394807","7","false","2","20","80","8","59","2","19","81","7","16","1","43","3","-1","PUNT","true","0","10","0","10"
"Michigan","Big Ten","Iowa","Big Ten","401539480","4015394808","8","false","2","72","72","7","16","2","87","87","6","0","1","16","3","-15","PUNT","false","10","0","10","0"
"Iowa","Big Ten","Michigan","Big Ten","401539480","4015394809","9","false","2","62","38","6","0","2","70","30","5","9","0","51","3","9","FUMBLE","true","0","10","0","10"
"Michigan","Big Ten","Iowa","Big Ten","401539480","40153948010","10","false","2","71","71","5","9","2","63","63","3","44","1","25","3","8","PUNT","false","10","0","10","0"
"Iowa","Big Ten","Michigan","Big Ten","401539480","40153948011","11","false","2","9","91","3","44","2","14","86","1","43","2","1","3","5","PUNT","true","0","10","0","10"
"Michigan","Big Ten","Iowa","Big Ten","401539480","40153948012","12","false","2","81","81","1","43","2","62","62","0","46","0","57","5","19","PUNT","false","10","0","10","0"
"Iowa","Big Ten","Michigan","Big Ten","401539480","40153948013","13","false","2","24","76","0","46","2","24","76","0","16","0","30","3","0","PUNT","true","0","10","0","10"
"Michigan","Big Ten","Iowa","Big Ten","401539480","40153948014","14","false","2","74","74","0","16","2","66","66","0","0","0","16","2","8","END OF HALF","false","10","0","10","0"
"Michigan","Big Ten","Iowa","Big Ten","401539480","40153948015","15","false","3","75","75","15","0","3","47","47","10","3","4","57","8","28","PUNT","false","10","0","10","0"
"Iowa","Big Ten","Michigan","Big Ten","401539480","40153948016","16","false","3","6","94","10","3","3","9","91","9","14","0","49","2","3","FUMBLE","true","0","10","0","10"
"Michigan","Big Ten","Iowa","Big Ten","401539480","40153948017","17","true","3","6","6","9","14","3","0","0","9","9","0","5","1","6","TD","false","17","0","17","0"
"Iowa","Big Ten","Michigan","Big Ten","401539480","40153948018","18","false","3","25","75","9","9","3","56","44","5","8","4","1","8","31","DOWNS","true","0","17","0","17"
"Michigan","Big Ten","Iowa","Big Ten","401539480","40153948019","19","true","3","56","56","5","8","3","28","28","0","22","4","46","9","28","FG","false","17","0","20","0"
"Iowa","Big Ten","Michigan","Big Ten","401539480","40153948020","20","false","3","28","72","0","22","4","30","70","14","47","0","35","3","2","PUNT","true","0","20","0","20"
"Michigan","Big Ten","Iowa","Big Ten","401539480","40153948021","21","false","4","65","65","14","47","4","56","56","12","13","2","34","3","9","PUNT","false","20","0","20","0"
"Iowa","Big Ten","Michigan","Big Ten","401539480","40153948022","22","false","4","15","85","12","13","4","26","74","10","57","1","16","4","2","FUMBLE","true","0","20","0","20"
"Michigan","Big Ten","Iowa","Big Ten","401539480","40153948023","23","true","4","15","15","10","57","4","18","18","9","14","1","43","4","-3","FG","false","20","0","23","0"
"Iowa","Big Ten","Michigan","Big Ten","401539480","40153948024","24","false","4","26","74","9","14","4","55","45","7","24","1","50","6","29","DOWNS","true","0","23","0","23"
"Michigan","Big Ten","Iowa","Big Ten","401539480","40153948025","25","true","4","55","55","7","24","4","32","32","3","38","3","46","6","23","FG","false","23","0","26","0"
"Iowa","Big Ten","Michigan","Big Ten","401539480","40153948026","26","false","4","25","75","3","38","4","43","57","1","45","1","53","6","14","DOWNS","true","0","26","0","26"
"Michigan","Big Ten","Iowa","Big Ten","401539480","40153948027","27","false","4","39","39","1","45","4","38","38","0","0","1","45","3","1","END OF GAME","false","26","0","26","0"
